store_id,store_name,model_id,model_name,price_tier,successor_launch_status,units_at_risk,risk_triggers,recent_two_week_sales,prior_six_week_avg_sales,capital_at_risk,markdown_pct,markdown_cost,weeks_until_forced_action,probability_unsold_at_deadline,transfer_target,transfer_cost,hold_opportunity_cost,hold_markdown_risk_cost,hold_total_cost,recommended_action,recommended_cost,reasoning
BLR-08,MobiMart Electronic City,M12,Redmi Note 15,mid,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,2.3333333333333335,34434,0.275,9469.35,4.0,0.52,,,476.77846153846156,6266.988,6743.766461538462,HOLD,6743.766461538462,"MobiMart Electronic City, Redmi Note 15, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (28%): Rs 9,469 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 477 opportunity cost + Rs 6,267 markdown risk = Rs 6,744
RECOMMENDED: HOLD at Rs 6,744"
BLR-03,MobiMart Indiranagar,M03,Realme 14 Pro,mid,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,48746,0.3,14623.8,6.0,0.2,BLR-08,862.1564931506849,1012.416923076923,3412.22,4424.636923076923,TRANSFER,862.1564931506849,"MobiMart Indiranagar, Realme 14 Pro, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 14,624 margin lost
- Transfer: Rs 862; Transfer target MobiMart Electronic City at Rs 383/unit plus 4-day holding cost.
- Hold: Rs 1,012 opportunity cost + Rs 3,412 markdown risk = Rs 4,425
RECOMMENDED: TRANSFER at Rs 862"
BLR-04,MobiMart Whitefield,F04,Vivo X200,flagship,confirmed,1,past expected lifecycle,0.0,0.0,53816,0.28500000000000003,15337.560000000001,6.0,0.2,,,1117.716923076923,3767.12,4884.836923076923,HOLD,4884.836923076923,"MobiMart Whitefield, Vivo X200, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 15,338 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,118 opportunity cost + Rs 3,767 markdown risk = Rs 4,885
RECOMMENDED: HOLD at Rs 4,885"
DAV-01,MobiMart PJ Extension,M04,OnePlus Nord CE5,mid,confirmed,1,past expected lifecycle,0.0,0.0,21389,0.28500000000000003,6095.865000000001,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart PJ Extension, OnePlus Nord CE5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,096 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
BLR-06,MobiMart Rajajinagar,M13,Realme 15 Pro,mid,confirmed,1,past peak with declining store trend,0.5,1.0,25696,0.26428571428571423,6791.085714285713,2.0,0.8400000000000001,BLR-02,590.688,177.89538461538461,7554.624,7732.519384615384,TRANSFER,590.688,"MobiMart Rajajinagar, Realme 15 Pro, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (26%): Rs 6,791 margin lost
- Transfer: Rs 591; Transfer target MobiMart Koramangala at Rs 540/unit plus 4-day holding cost.
- Hold: Rs 178 opportunity cost + Rs 7,555 markdown risk = Rs 7,733
RECOMMENDED: TRANSFER at Rs 591"
BEL-02,MobiMart Tilakwadi,M13,Realme 15 Pro,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.5,25696,0.27,6937.92,6.0,0.2,BLR-02,426.688,533.6861538461538,1798.7199999999998,2332.4061538461538,TRANSFER,426.688,"MobiMart Tilakwadi, Realme 15 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 6,938 margin lost
- Transfer: Rs 427; Transfer target MobiMart Koramangala at Rs 376/unit plus 4-day holding cost.
- Hold: Rs 534 opportunity cost + Rs 1,799 markdown risk = Rs 2,332
RECOMMENDED: TRANSFER at Rs 427"
BLR-01,MobiMart Jayanagar,F13,OnePlus 14,flagship,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.1666666666666667,60399,0.28125,16987.21875,6.0,0.2,,,1254.4407692307693,4227.929999999999,5482.370769230769,HOLD,5482.370769230769,"MobiMart Jayanagar, OnePlus 14, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (28%): Rs 16,987 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,254 opportunity cost + Rs 4,228 markdown risk = Rs 5,482
RECOMMENDED: HOLD at Rs 5,482"
BLR-02,MobiMart Koramangala,F13,OnePlus 14,flagship,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,1.0,60399,0.28125,16987.21875,6.0,0.2,,,1254.4407692307693,4227.929999999999,5482.370769230769,HOLD,5482.370769230769,"MobiMart Koramangala, OnePlus 14, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (28%): Rs 16,987 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,254 opportunity cost + Rs 4,228 markdown risk = Rs 5,482
RECOMMENDED: HOLD at Rs 5,482"
BLR-02,MobiMart Koramangala,F10,iPhone 17,flagship,confirmed,1,past expected lifecycle,1.0,0.5,66400,0.28500000000000003,18924.000000000004,1.0,0.98,,,229.84615384615384,22775.2,23005.046153846153,MARKDOWN,18924.000000000004,"MobiMart Koramangala, iPhone 17, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 18,924 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 230 opportunity cost + Rs 22,775 markdown risk = Rs 23,005
RECOMMENDED: MARKDOWN at Rs 18,924"
BLR-01,MobiMart Jayanagar,F05,Pixel 9 Pro,flagship,confirmed,1,past expected lifecycle,0.0,0.0,89165,0.28500000000000003,25412.025,6.0,0.2,,,1851.8884615384616,6241.549999999999,8093.438461538461,HOLD,8093.438461538461,"MobiMart Jayanagar, Pixel 9 Pro, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 25,412 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,852 opportunity cost + Rs 6,242 markdown risk = Rs 8,093
RECOMMENDED: HOLD at Rs 8,093"
BLR-02,MobiMart Koramangala,F02,iPhone 16,flagship,confirmed,1,past expected lifecycle,0.0,0.0,66229,0.28500000000000003,18875.265000000003,6.0,0.2,,,1375.5253846153846,4636.03,6011.555384615384,HOLD,6011.555384615384,"MobiMart Koramangala, iPhone 16, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 18,875 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,376 opportunity cost + Rs 4,636 markdown risk = Rs 6,012
RECOMMENDED: HOLD at Rs 6,012"
BLR-04,MobiMart Whitefield,F01,Samsung Galaxy S25,flagship,confirmed,1,past expected lifecycle,0.0,0.0,61349,0.28500000000000003,17484.465,6.0,0.2,,,1274.1715384615384,4294.429999999999,5568.6015384615375,HOLD,5568.6015384615375,"MobiMart Whitefield, Samsung Galaxy S25, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 17,484 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,274 opportunity cost + Rs 4,294 markdown risk = Rs 5,569
RECOMMENDED: HOLD at Rs 5,569"
BLR-05,MobiMart Malleshwaram,M02,Redmi Note 14,mid,confirmed,1,past expected lifecycle,0.0,0.0,16548,0.28500000000000003,4716.18,6.0,0.2,MAN-01,506.6426301369863,343.6892307692308,1158.36,1502.0492307692307,TRANSFER,506.6426301369863,"MobiMart Malleshwaram, Redmi Note 14, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 4,716 margin lost
- Transfer: Rs 507; Transfer target MobiMart Court Road at Rs 474/unit plus 4-day holding cost.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: TRANSFER at Rs 507"
BLR-04,MobiMart Whitefield,M02,Redmi Note 14,mid,confirmed,2,past expected lifecycle,0.0,0.0,33096,0.28500000000000003,9432.36,6.0,0.2,MAN-01,1641.2852602739727,687.3784615384616,2316.72,3004.0984615384614,TRANSFER,1641.2852602739727,"MobiMart Whitefield, Redmi Note 14, 2 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 9,432 margin lost
- Transfer: Rs 1,641; Transfer target MobiMart Court Road at Rs 788/unit plus 4-day holding cost.
- Hold: Rs 687 opportunity cost + Rs 2,317 markdown risk = Rs 3,004
RECOMMENDED: TRANSFER at Rs 1,641"
MYS-01,MobiMart Devaraja Mohalla,M11,Samsung Galaxy A27,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,20687,0.3,6206.099999999999,6.0,0.2,,,429.65307692307687,1448.0900000000001,1877.743076923077,HOLD,1877.743076923077,"MobiMart Devaraja Mohalla, Samsung Galaxy A27, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 6,206 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 430 opportunity cost + Rs 1,448 markdown risk = Rs 1,878
RECOMMENDED: HOLD at Rs 1,878"
BLR-07,MobiMart Yelahanka,M04,OnePlus Nord CE5,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,21389,0.3,6416.7,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart Yelahanka, OnePlus Nord CE5, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 6,417 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
UDU-01,MobiMart Udupi Main Road,M04,OnePlus Nord CE5,mid,confirmed,1,past expected lifecycle,0.0,0.0,21389,0.28500000000000003,6095.865000000001,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart Udupi Main Road, OnePlus Nord CE5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,096 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
MYS-01,MobiMart Devaraja Mohalla,F18,Samsung Galaxy Z Fold8,flagship,confirmed,1,last two weeks below 40% of prior six-week average,0.0,0.3333333333333333,117464,0.27,31715.280000000002,6.0,0.2,BLR-04,866.7098082191781,2439.6369230769233,8222.48,10662.116923076923,TRANSFER,866.7098082191781,"MobiMart Devaraja Mohalla, Samsung Galaxy Z Fold8, 1 units at risk (last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 31,715 margin lost
- Transfer: Rs 867; Transfer target MobiMart Whitefield at Rs 635/unit plus 4-day holding cost.
- Hold: Rs 2,440 opportunity cost + Rs 8,222 markdown risk = Rs 10,662
RECOMMENDED: TRANSFER at Rs 867"
MAN-02,MobiMart Kottara,M04,OnePlus Nord CE5,mid,confirmed,1,past expected lifecycle,0.0,0.0,21389,0.28500000000000003,6095.865000000001,6.0,0.2,,,444.2330769230769,1497.23,1941.4630769230769,HOLD,1941.4630769230769,"MobiMart Kottara, OnePlus Nord CE5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,096 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 444 opportunity cost + Rs 1,497 markdown risk = Rs 1,941
RECOMMENDED: HOLD at Rs 1,941"
BLR-08,MobiMart Electronic City,M10,OnePlus Nord 5,mid,confirmed,1,past expected lifecycle,1.5,1.0,25610,0.28500000000000003,7298.85,1.0,0.98,,,88.65,8784.23,8872.88,MARKDOWN,7298.85,"MobiMart Electronic City, OnePlus Nord 5, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 7,299 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 89 opportunity cost + Rs 8,784 markdown risk = Rs 8,873
RECOMMENDED: MARKDOWN at Rs 7,299"
BLR-01,MobiMart Jayanagar,F04,Vivo X200,flagship,confirmed,1,past expected lifecycle,0.0,0.0,53816,0.28500000000000003,15337.560000000001,6.0,0.2,,,1117.716923076923,3767.12,4884.836923076923,HOLD,4884.836923076923,"MobiMart Jayanagar, Vivo X200, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 15,338 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,118 opportunity cost + Rs 3,767 markdown risk = Rs 4,885
RECOMMENDED: HOLD at Rs 4,885"
HUB-01,MobiMart Vidya Nagar,M02,Redmi Note 14,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,16548,0.3,4964.4,6.0,0.2,MAN-01,544.6426301369863,343.6892307692308,1158.36,1502.0492307692307,TRANSFER,544.6426301369863,"MobiMart Vidya Nagar, Redmi Note 14, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 4,964 margin lost
- Transfer: Rs 545; Transfer target MobiMart Court Road at Rs 512/unit plus 4-day holding cost.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: TRANSFER at Rs 545"
BLR-01,MobiMart Jayanagar,F06,Xiaomi 15,flagship,confirmed,1,past expected lifecycle,0.0,0.0,53059,0.28500000000000003,15121.815000000002,6.0,0.2,,,1101.9946153846151,3714.1299999999997,4816.124615384615,HOLD,4816.124615384615,"MobiMart Jayanagar, Xiaomi 15, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 15,122 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,102 opportunity cost + Rs 3,714 markdown risk = Rs 4,816
RECOMMENDED: HOLD at Rs 4,816"
TUM-01,MobiMart MG Road,M09,Samsung Galaxy A36,mid,confirmed,1,past expected lifecycle,0.0,0.0,28135,0.28500000000000003,8018.475000000001,6.0,0.2,BLR-04,465.4991780821918,584.3423076923077,1969.45,2553.792307692308,TRANSFER,465.4991780821918,"MobiMart MG Road, Samsung Galaxy A36, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 8,018 margin lost
- Transfer: Rs 465; Transfer target MobiMart Whitefield at Rs 410/unit plus 4-day holding cost.
- Hold: Rs 584 opportunity cost + Rs 1,969 markdown risk = Rs 2,554
RECOMMENDED: TRANSFER at Rs 465"
BLR-01,MobiMart Jayanagar,M03,Realme 14 Pro,mid,confirmed,2,past expected lifecycle,0.0,0.0,48746,0.28500000000000003,13892.610000000002,6.0,0.2,BLR-08,758.1564931506849,1012.416923076923,3412.22,4424.636923076923,TRANSFER,758.1564931506849,"MobiMart Jayanagar, Realme 14 Pro, 2 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 13,893 margin lost
- Transfer: Rs 758; Transfer target MobiMart Electronic City at Rs 331/unit plus 4-day holding cost.
- Hold: Rs 1,012 opportunity cost + Rs 3,412 markdown risk = Rs 4,425
RECOMMENDED: TRANSFER at Rs 758"
BLR-03,MobiMart Indiranagar,M13,Realme 15 Pro,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,1.3333333333333333,25696,0.27,6937.92,2.0,0.8400000000000001,,,177.89538461538461,7554.624,7732.519384615384,MARKDOWN,6937.92,"MobiMart Indiranagar, Realme 15 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 6,938 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 178 opportunity cost + Rs 7,555 markdown risk = Rs 7,733
RECOMMENDED: MARKDOWN at Rs 6,938"
MYS-01,MobiMart Devaraja Mohalla,M13,Realme 15 Pro,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,1.3333333333333333,25696,0.27,6937.92,2.0,0.8400000000000001,BLR-02,791.688,177.89538461538461,7554.624,7732.519384615384,TRANSFER,791.688,"MobiMart Devaraja Mohalla, Realme 15 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 6,938 margin lost
- Transfer: Rs 792; Transfer target MobiMart Koramangala at Rs 741/unit plus 4-day holding cost.
- Hold: Rs 178 opportunity cost + Rs 7,555 markdown risk = Rs 7,733
RECOMMENDED: TRANSFER at Rs 792"
MAN-01,MobiMart Court Road,M13,Realme 15 Pro,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.5,1.3333333333333333,25696,0.27,6937.92,2.0,0.8400000000000001,,,177.89538461538461,7554.624,7732.519384615384,MARKDOWN,6937.92,"MobiMart Court Road, Realme 15 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (27%): Rs 6,938 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 178 opportunity cost + Rs 7,555 markdown risk = Rs 7,733
RECOMMENDED: MARKDOWN at Rs 6,938"
BEL-01,MobiMart Cantonment,M03,Realme 14 Pro,mid,confirmed,1,past expected lifecycle,0.0,0.0,24373,0.28500000000000003,6946.305000000001,6.0,0.2,BLR-08,594.0782465753425,506.2084615384615,1706.11,2212.3184615384616,TRANSFER,594.0782465753425,"MobiMart Cantonment, Realme 14 Pro, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,946 margin lost
- Transfer: Rs 594; Transfer target MobiMart Electronic City at Rs 546/unit plus 4-day holding cost.
- Hold: Rs 506 opportunity cost + Rs 1,706 markdown risk = Rs 2,212
RECOMMENDED: TRANSFER at Rs 594"
MYS-01,MobiMart Devaraja Mohalla,F12,iPhone 17 Pro,flagship,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average,0.0,0.5,98296,0.28500000000000003,28014.360000000004,6.0,0.2,BLR-01,805.8989589041096,2041.5323076923073,6880.72,8922.252307692308,TRANSFER,805.8989589041096,"MobiMart Devaraja Mohalla, iPhone 17 Pro, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; no successor within four weeks):
- Markdown (29%): Rs 28,014 margin lost
- Transfer: Rs 806; Transfer target MobiMart Jayanagar at Rs 612/unit plus 4-day holding cost.
- Hold: Rs 2,042 opportunity cost + Rs 6,881 markdown risk = Rs 8,922
RECOMMENDED: TRANSFER at Rs 806"
BLR-01,MobiMart Jayanagar,F01,Samsung Galaxy S25,flagship,confirmed,1,past expected lifecycle,0.0,0.0,61349,0.28500000000000003,17484.465,6.0,0.2,,,1274.1715384615384,4294.429999999999,5568.6015384615375,HOLD,5568.6015384615375,"MobiMart Jayanagar, Samsung Galaxy S25, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 17,484 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 1,274 opportunity cost + Rs 4,294 markdown risk = Rs 5,569
RECOMMENDED: HOLD at Rs 5,569"
BLR-01,MobiMart Jayanagar,M02,Redmi Note 14,mid,confirmed,2,past expected lifecycle,0.0,0.0,33096,0.28500000000000003,9432.36,6.0,0.2,MAN-01,953.2852602739727,687.3784615384616,2316.72,3004.0984615384614,TRANSFER,953.2852602739727,"MobiMart Jayanagar, Redmi Note 14, 2 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 9,432 margin lost
- Transfer: Rs 953; Transfer target MobiMart Court Road at Rs 444/unit plus 4-day holding cost.
- Hold: Rs 687 opportunity cost + Rs 2,317 markdown risk = Rs 3,004
RECOMMENDED: TRANSFER at Rs 953"
BEL-01,MobiMart Cantonment,M02,Redmi Note 14,mid,confirmed,1,past expected lifecycle,0.0,0.0,16548,0.28500000000000003,4716.18,6.0,0.2,MAN-01,360.6426301369863,343.6892307692308,1158.36,1502.0492307692307,TRANSFER,360.6426301369863,"MobiMart Cantonment, Redmi Note 14, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 4,716 margin lost
- Transfer: Rs 361; Transfer target MobiMart Court Road at Rs 328/unit plus 4-day holding cost.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: TRANSFER at Rs 361"
HUB-01,MobiMart Vidya Nagar,M16,Motorola Edge 70 Fusion,mid,confirmed,2,past peak with declining store trend,1.0,1.1666666666666667,41360,0.16363636363636364,6768.0,2.0,0.8400000000000001,BLR-08,893.5868493150685,286.3384615384615,12159.84,12446.178461538462,TRANSFER,893.5868493150685,"MobiMart Vidya Nagar, Motorola Edge 70 Fusion, 2 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (16%): Rs 6,768 margin lost
- Transfer: Rs 894; Transfer target MobiMart Electronic City at Rs 406/unit plus 4-day holding cost.
- Hold: Rs 286 opportunity cost + Rs 12,160 markdown risk = Rs 12,446
RECOMMENDED: TRANSFER at Rs 894"
BLR-06,MobiMart Rajajinagar,M03,Realme 14 Pro,mid,confirmed,1,past expected lifecycle,0.0,0.0,24373,0.28500000000000003,6946.305000000001,6.0,0.2,BLR-08,416.07824657534246,506.2084615384615,1706.11,2212.3184615384616,TRANSFER,416.07824657534246,"MobiMart Rajajinagar, Realme 14 Pro, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 6,946 margin lost
- Transfer: Rs 416; Transfer target MobiMart Electronic City at Rs 368/unit plus 4-day holding cost.
- Hold: Rs 506 opportunity cost + Rs 1,706 markdown risk = Rs 2,212
RECOMMENDED: TRANSFER at Rs 416"
HUB-02,MobiMart Gokul Road,M14,OnePlus Nord CE6,mid,confirmed,1,past peak with declining store trend,0.5,1.1666666666666667,22726,0.22857142857142856,5194.5142857142855,2.0,0.8400000000000001,BLR-04,447.8293698630137,157.33384615384614,6681.444,6838.777846153846,TRANSFER,447.8293698630137,"MobiMart Gokul Road, OnePlus Nord CE6, 1 units at risk (past peak with declining store trend; no successor within four weeks):
- Markdown (23%): Rs 5,195 margin lost
- Transfer: Rs 448; Transfer target MobiMart Whitefield at Rs 403/unit plus 4-day holding cost.
- Hold: Rs 157 opportunity cost + Rs 6,681 markdown risk = Rs 6,839
RECOMMENDED: TRANSFER at Rs 448"
BLR-06,MobiMart Rajajinagar,M02,Redmi Note 14,mid,confirmed,1,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,16548,0.3,4964.4,6.0,0.2,MAN-01,403.6426301369863,343.6892307692308,1158.36,1502.0492307692307,TRANSFER,403.6426301369863,"MobiMart Rajajinagar, Redmi Note 14, 1 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 4,964 margin lost
- Transfer: Rs 404; Transfer target MobiMart Court Road at Rs 371/unit plus 4-day holding cost.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: TRANSFER at Rs 404"
BLR-03,MobiMart Indiranagar,F03,OnePlus 13,flagship,confirmed,1,past expected lifecycle,1.0,0.5,55530,0.28500000000000003,15826.050000000001,1.0,0.98,,,192.21923076923076,19046.79,19239.009230769232,MARKDOWN,15826.050000000001,"MobiMart Indiranagar, OnePlus 13, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 15,826 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 192 opportunity cost + Rs 19,047 markdown risk = Rs 19,239
RECOMMENDED: MARKDOWN at Rs 15,826"
BLR-01,MobiMart Jayanagar,B01,Nokia 110 Power,budget,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,12880,0.3,3864.0,6.0,0.2,TUM-02,1205.4071232876713,267.5076923076923,901.6,1169.1076923076923,HOLD,1169.1076923076923,"MobiMart Jayanagar, Nokia 110 Power, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 3,864 margin lost
- Transfer: Rs 1,205; Transfer target MobiMart SS Puram at Rs 590/unit plus 4-day holding cost.
- Hold: Rs 268 opportunity cost + Rs 902 markdown risk = Rs 1,169
RECOMMENDED: HOLD at Rs 1,169"
BEL-01,MobiMart Cantonment,B01,Nokia 110 Power,budget,confirmed,1,past expected lifecycle,0.0,0.0,6440,0.28500000000000003,1835.4,6.0,0.2,,,133.75384615384615,450.8,584.5538461538462,HOLD,584.5538461538462,"MobiMart Cantonment, Nokia 110 Power, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 1,835 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 134 opportunity cost + Rs 451 markdown risk = Rs 585
RECOMMENDED: HOLD at Rs 585"
BLR-01,MobiMart Jayanagar,B05,Moto G15 Play,budget,confirmed,2,past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle,0.0,0.16666666666666666,20254,0.3,6076.2,6.0,0.2,TUM-02,751.953095890411,420.65999999999997,1417.78,1838.44,TRANSFER,751.953095890411,"MobiMart Jayanagar, Moto G15 Play, 2 units at risk (past peak with declining store trend; last two weeks below 40% of prior six-week average; past expected lifecycle; no successor within four weeks):
- Markdown (30%): Rs 6,076 margin lost
- Transfer: Rs 752; Transfer target MobiMart SS Puram at Rs 356/unit plus 4-day holding cost.
- Hold: Rs 421 opportunity cost + Rs 1,418 markdown risk = Rs 1,838
RECOMMENDED: TRANSFER at Rs 752"
MYS-01,MobiMart Devaraja Mohalla,M02,Redmi Note 14,mid,confirmed,1,past expected lifecycle,0.0,0.0,16548,0.28500000000000003,4716.18,6.0,0.2,MAN-01,628.6426301369863,343.6892307692308,1158.36,1502.0492307692307,TRANSFER,628.6426301369863,"MobiMart Devaraja Mohalla, Redmi Note 14, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 4,716 margin lost
- Transfer: Rs 629; Transfer target MobiMart Court Road at Rs 596/unit plus 4-day holding cost.
- Hold: Rs 344 opportunity cost + Rs 1,158 markdown risk = Rs 1,502
RECOMMENDED: TRANSFER at Rs 629"
BLR-03,MobiMart Indiranagar,F07,iPhone 16 Pro,flagship,confirmed,1,past expected lifecycle,0.0,0.0,99781,0.28500000000000003,28437.585000000003,6.0,0.2,,,2072.374615384615,6984.67,9057.044615384615,HOLD,9057.044615384615,"MobiMart Indiranagar, iPhone 16 Pro, 1 units at risk (past expected lifecycle; no successor within four weeks):
- Markdown (29%): Rs 28,438 margin lost
- Transfer: unavailable; No better-fit store is available without creating another at-risk position.
- Hold: Rs 2,072 opportunity cost + Rs 6,985 markdown risk = Rs 9,057
RECOMMENDED: HOLD at Rs 9,057"
